name,geometry,tourism,Latitude,Longitude,Lat,Lon
Weeping Wall Viewpoint,POINT (362585.10852006264 5777810.356683841),viewpoint,52.1544728,-117.0094885,5777810.356683841,362585.10852006264
Snowbird Glacier Lookout,POINT (392994.15854195505 5734581.906487195),viewpoint,51.7725307,-116.5515229,5734581.906487195,392994.15854195505
Merlin Meadows Campground,POINT (424665.5024343976 5707020.073020929),camp_site,51.5298178,-116.0864732,5707020.073020929,424665.5024343976
,POINT (463370.2339442206 5661187.134628423),picnic_site,51.1213823,-115.5235978,5661187.134628423,463370.2339442206
Shadow Lake Lodge,POINT (433833.54551183485 5666684.413006905),alpine_hut,51.1681762,-115.9467653,5666684.413006905,433833.54551183485
Peyto Hut,POINT (393144.45910820947 5722705.550243019),wilderness_hut,51.6657707,-116.5456984,5722705.550243019,393144.45910820947
Balfour/Rob Ritchie Hut,POINT (398878.5699877972 5714372.414538625),wilderness_hut,51.5918996,-116.4603745,5714372.414538625,398878.5699877972
Hilda Creek Hostel,POINT (354408.86001955695 5782265.76447931),hostel,52.1924214,-117.1308801,5782265.76447931,354408.86001955695
Lake Minnewanka Cruise,POINT (465308.39590032626 5675187.510600523),viewpoint,51.2474427,-115.4972472,5675187.510600523,465308.39590032626
Banff Pedestrian Bridge,POINT (460291.8044535309 5666920.697168392),viewpoint,51.1727524,-115.5682317,5666920.697168392,460291.8044535309
Castle Mountain Viewpoint,POINT (436853.91442949895 5676883.737873868),viewpoint,51.2602573,-115.9053509,5676883.737873868,436853.91442949895
Mt Norquay Sightseeing Chairlift,POINT (458088.2583267748 5670113.597011755),attraction,51.2013162,-115.6001362,5670113.597011755,458088.2583267748
Vermilion Lake Viewpoint,POINT (457742.2985552564 5667903.89389481),viewpoint,51.1814138,-115.6048294,5667903.89389481,457742.2985552564
Vermilion Lake Viewpoint,POINT (455906.41058585106 5667395.948695627),viewpoint,51.1767059,-115.6310421,5667395.948695627,455906.41058585106
Vermilion Lake Viewpoint,POINT (457826.09860420023 5667928.107133169),viewpoint,51.1816378,-115.6036329,5667928.107133169,457826.09860420023
Castle Junction Bridge Viewpoint,POINT (435351.3672287105 5677616.701456323),viewpoint,51.2666814,-115.9270231,5677616.701456323,435351.3672287105
,POINT (388392.7649580003 5742510.835470714),information,51.8429224,-116.6207674,5742510.835470714,388392.7649580003
,POINT (388221.5844431287 5742285.064869475),information,51.8408582,-116.6231792,5742285.064869475,388221.5844431287
,POINT (388563.0081730822 5742228.310300406),information,51.8404162,-116.6182051,5742228.310300406,388563.0081730822
,POINT (387640.5813058114 5741412.790866191),information,51.8328988,-116.631329,5741412.790866191,387640.5813058114
,POINT (458348.37452639156 5635595.249921866),camp_site,50.8908243,-115.592438,5635595.249921866,458348.37452639156
,POINT (434201.25776366954 5681216.285476746),viewpoint,51.2989259,-115.9441763,5681216.285476746,434201.25776366954
,POINT (428862.7998602508 5681967.600886548),picnic_site,51.3050407,-116.0209174,5681967.600886548,428862.7998602508
Castle Mountain Lookout,POINT (442413.86932611297 5673061.441615147),viewpoint,51.2264657,-115.8250298,5673061.441615147,442413.86932611297
Corral Creek,POINT (420551.8939024393 5693524.427514526),picnic_site,51.4078794,-116.14275,5693524.427514526,420551.8939024393
,POINT (397046.9160935937 5722003.887723735),viewpoint,51.6601905,-116.4890621,5722003.887723735,397046.9160935937
,POINT (444385.1384365939 5657290.0855315365),information,51.0847983,-115.7943508,5657290.0855315365,444385.1384365939
,POINT (445834.6993427293 5660385.030015701),information,51.1127765,-115.7741135,5660385.030015701,445834.6993427293
Viewpoing,POINT (378200.35223000473 5755674.317530121),viewpoint,51.9591353,-116.7733638,5755674.317530121,378200.35223000473
,POINT (459773.42838530894 5669998.5349437855),viewpoint,51.2004023,-115.5759942,5669998.5349437855,459773.42838530894
Panorama Viewpoint,POINT (433272.60687604774 5668836.349803828),viewpoint,51.1874667,-115.9551904,5668836.349803828,433272.60687604774
,POINT (457149.8774103614 5664679.658175574),viewpoint,51.1523667,-115.6129236,5664679.658175574,457149.8774103614
,POINT (465804.45009170496 5669778.777420855),picnic_site,51.1988189,-115.4896209,5669778.777420855,465804.45009170496
,POINT (416421.9743595729 5684485.053215801),information,51.3259892,-116.2000121,5684485.053215801,416421.9743595729
,POINT (412892.1664634724 5692936.068762183),information,51.4014622,-116.2527524,5692936.068762183,412892.1664634724
,POINT (413066.9375137047 5693333.935902405),information,51.4050672,-116.2503371,5693333.935902405,413066.9375137047
,POINT (413560.4555120769 5693682.731664038),information,51.4082796,-116.2433258,5693682.731664038,413560.4555120769
,POINT (413298.58882283163 5694143.423259474),information,51.4123827,-116.2472042,5694143.423259474,413298.58882283163
,POINT (413532.48841916776 5694601.0249046525),information,51.4165338,-116.2439521,5694601.0249046525,413532.48841916776
,POINT (413744.3484152347 5694695.085000408),information,51.417412,-116.2409279,5694695.085000408,413744.3484152347
,POINT (413821.8257127161 5694634.073262742),viewpoint,51.4168751,-116.2397987,5694634.073262742,413821.8257127161
,POINT (441041.9363103939 5674785.387536243),camp_pitch,51.241832,-115.844967,5674785.387536243,441041.9363103939
,POINT (441104.1332346313 5674926.756045245),camp_pitch,51.24311,-115.844099,5674926.756045245,441104.1332346313
,POINT (441107.166238182 5674874.913084029),camp_pitch,51.242644,-115.844047,5674874.913084029,441107.166238182
,POINT (441111.56543148845 5674820.497387646),camp_pitch,51.242155,-115.843975,5674820.497387646,441111.56543148845
,POINT (441170.888018719 5674748.107841543),camp_pitch,51.24151,-115.843113,5674748.107841543,441170.888018719
,POINT (441088.5462070607 5674851.668778662),camp_pitch,51.242433,-115.84431,5674851.668778662,441088.5462070607
,POINT (441273.409919163 5674669.665324782),camp_pitch,51.240815,-115.841631,5674669.665324782,441273.409919163
,POINT (441220.33825408685 5674837.037612662),camp_pitch,51.242315,-115.842419,5674837.037612662,441220.33825408685
,POINT (441113.9496848405 5674675.718585695),camp_pitch,51.240853,-115.843917,5674675.718585695,441113.9496848405
,POINT (441020.30749440694 5674719.041683198),camp_pitch,51.241233,-115.845266,5674719.041683198,441020.30749440694
,POINT (440988.78344657714 5674890.393438191),camp_pitch,51.242771,-115.845746,5674890.393438191,440988.78344657714
,POINT (441270.95708787616 5674967.200824537),camp_pitch,51.243491,-115.841715,5674967.200824537,441270.95708787616
,POINT (441261.1403185064 5674689.039319291),camp_pitch,51.240988,-115.84181,5674689.039319291,441261.1403185064
,POINT (440979.74526666483 5674759.976514989),camp_pitch,51.241597,-115.845854,5674759.976514989,440979.74526666483
,POINT (441222.8331000316 5674780.753869719),camp_pitch,51.241809,-115.842374,5674780.753869719,441222.8331000316
,POINT (441161.5954867955 5674655.938222097),camp_pitch,51.24068,-115.843231,5674655.938222097,441161.5954867955
,POINT (418116.90186117304 5694255.98029235),camp_pitch,51.414112,-116.177935,5694255.98029235,418116.90186117304
,POINT (418179.2036328779 5694225.847076316),camp_pitch,51.41385,-116.177032,5694225.847076316,418179.2036328779
,POINT (417958.8150306739 5694602.883765368),camp_pitch,51.417209,-116.180289,5694602.883765368,417958.8150306739
,POINT (417947.7742074281 5694810.878897561),camp_pitch,51.419078,-116.180496,5694810.878897561,417947.7742074281
,POINT (418037.0803701994 5694718.263552917),camp_pitch,51.418258,-116.17919,5694718.263552917,418037.0803701994
,POINT (418060.8423312891 5694349.948828135),camp_pitch,51.414949,-116.178763,5694349.948828135,418060.8423312891
,POINT (418170.9418107284 5694330.499434342),camp_pitch,51.41479,-116.177175,5694330.499434342,418170.9418107284
,POINT (417987.6483972012 5694554.162196508),camp_pitch,51.416775,-116.179863,5694554.162196508,417987.6483972012
,POINT (417966.73434537905 5694852.826268803),camp_pitch,51.419458,-116.180233,5694852.826268803,417966.73434537905
,POINT (418012.6610981737 5694643.824674111),camp_pitch,51.417585,-116.179524,5694643.824674111,418012.6610981737
,POINT (418096.1511439787 5694327.587456969),camp_pitch,51.414753,-116.17825,5694327.587456969,418096.1511439787
,POINT (418074.80484089325 5694694.973441866),camp_pitch,51.418054,-116.178642,5694694.973441866,418074.80484089325
,POINT (417961.45256109897 5694503.324860744),camp_pitch,51.416314,-116.180228,5694503.324860744,417961.45256109897
,POINT (418214.06063309504 5694352.823446596),camp_pitch,51.414997,-116.17656,5694352.823446596,418214.06063309504
,POINT (418043.60782563314 5694458.526386123),camp_pitch,51.415923,-116.179036,5694458.526386123,418043.60782563314
,POINT (417994.9538635903 5694813.565845647),camp_pitch,51.419109,-116.179818,5694813.565845647,417994.9538635903
,POINT (418134.28272004594 5694740.383816887),camp_pitch,51.418471,-116.177797,5694740.383816887,418134.28272004594
,POINT (418118.2145502996 5694411.182057683),camp_pitch,51.415508,-116.177952,5694411.182057683,418118.2145502996
,POINT (417904.1557368734 5694813.472174233),camp_pitch,51.419095,-116.181124,5694813.472174233,417904.1557368734
,POINT (418164.1497127127 5694687.14340001),camp_pitch,51.4179965,-116.1773551,5694687.14340001,418164.1497127127
,POINT (418226.8982486157 5694325.264323571),camp_pitch,51.414751,-116.176369,5694325.264323571,418226.8982486157
,POINT (418103.84878195985 5694564.189812073),camp_pitch,51.416882,-116.178194,5694564.189812073,418103.84878195985
,POINT (418197.5999766041 5694462.166263064),camp_pitch,51.415978,-116.176822,5694462.166263064,418197.5999766041
,POINT (418000.85073206516 5694782.559606246),camp_pitch,51.418831,-116.179726,5694782.559606246,418000.85073206516
,POINT (418049.0252761132 5694445.207455423),camp_pitch,51.415804,-116.178955,5694445.207455423,418049.0252761132
,POINT (417911.28114747466 5694733.632834324),camp_pitch,51.418378,-116.181003,5694733.632834324,417911.28114747466
,POINT (418091.22543687763 5694751.972959567),camp_pitch,51.418569,-116.178419,5694751.972959567,418091.22543687763
,POINT (418137.2925833759 5694646.489793574),camp_pitch,51.417627,-116.177732,5694646.489793574,418137.2925833759
,POINT (418253.7603294432 5694357.078541929),camp_pitch,51.415041,-116.17599,5694357.078541929,418253.7603294432
,POINT (418102.60918112163 5694504.388806778),camp_pitch,51.416344,-116.178198,5694504.388806778,418102.60918112163
,POINT (418249.6632495543 5694509.0312976455),camp_pitch,51.416407,-116.176084,5694509.0312976455,418249.6632495543
,POINT (418049.91236775083 5694750.969753395),camp_pitch,51.418554,-116.179013,5694750.969753395,418049.91236775083
,POINT (417921.9369942596 5694626.939424707),camp_pitch,51.41742,-116.180825,5694626.939424707,417921.9369942596
,POINT (436482.59745679813 5677817.967126355),camp_pitch,51.268619,-115.91084,5677817.967126355,436482.59745679813
,POINT (436540.5888093293 5677713.741389339),camp_pitch,51.267688,-115.90999,5677713.741389339,436540.5888093293
,POINT (436399.6725948951 5677840.564414125),camp_pitch,51.268813,-115.912033,5677840.564414125,436399.6725948951
,POINT (436526.13949111686 5677724.037604744),camp_pitch,51.267779,-115.910199,5677724.037604744,436526.13949111686
,POINT (436415.5181976702 5677802.344688696),camp_pitch,51.268471,-115.911799,5677802.344688696,436415.5181976702
,POINT (436443.9337908273 5677883.374833667),camp_pitch,51.269203,-115.911406,5677883.374833667,436443.9337908273
,POINT (436560.4379969962 5677688.925155991),camp_pitch,51.267467,-115.909701,5677688.925155991,436560.4379969962
,POINT (436478.21241718315 5677739.974169094),camp_pitch,51.267917,-115.910889,5677739.974169094,436478.21241718315
,POINT (436394.4211596469 5677822.0627830485),camp_pitch,51.268646,-115.912105,5677822.0627830485,436394.4211596469
,POINT (436443.8280033462 5677756.854972982),camp_pitch,51.268065,-115.911385,5677756.854972982,436443.8280033462
,POINT (418132.2031499621 5694437.976644085),camp_pitch,51.415751,-116.177757,5694437.976644085,418132.2031499621
,POINT (417961.16552707757 5694835.12531214),camp_pitch,51.419298,-116.180309,5694835.12531214,417961.16552707757
,POINT (418210.9907447671 5694624.957624226),camp_pitch,51.417444,-116.176667,5694624.957624226,418210.9907447671
,POINT (418052.1997774439 5694547.452349631),camp_pitch,51.416724,-116.178933,5694547.452349631,418052.1997774439
,POINT (418069.50527019764 5694806.361477156),camp_pitch,51.419055,-116.178744,5694806.361477156,418069.50527019764
,POINT (418196.8573053833 5694268.705674496),camp_pitch,51.414238,-116.176788,5694268.705674496,418196.8573053833
,POINT (417929.83854609675 5694659.947207195),camp_pitch,51.417718,-116.180719,5694659.947207195,417929.83854609675
,POINT (417905.38158353715 5694686.805029205),camp_pitch,51.417956,-116.181077,5694686.805029205,417905.38158353715
,POINT (418074.1195017538 5694609.144581006),camp_pitch,51.417282,-116.178632,5694609.144581006,418074.1195017538
,POINT (418098.3702226692 5694288.3012884),camp_pitch,51.4144,-116.178209,5694288.3012884,418098.3702226692
,POINT (418254.5162043597 5694369.519808206),camp_pitch,51.415153,-116.175982,5694369.519808206,418254.5162043597
,POINT (417976.02837816515 5694583.815112727),camp_pitch,51.41704,-116.180037,5694583.815112727,417976.02837816515
,POINT (417949.9336374672 5694780.933535355),camp_pitch,51.418809,-116.180458,5694780.933535355,417949.9336374672
,POINT (418054.65093513747 5694652.266560095),camp_pitch,51.417667,-116.178922,5694652.266560095,418054.65093513747
,POINT (418051.352214925 5694365.112322712),camp_pitch,51.415084,-116.178903,5694365.112322712,418051.352214925
,POINT (418232.8458756329 5694422.905792787),camp_pitch,51.41563,-116.176306,5694422.905792787,418232.8458756329
,POINT (417984.42006216786 5694465.928245204),camp_pitch,51.415981,-116.179889,5694465.928245204,417984.42006216786
,POINT (417961.71255655866 5694787.081687736),camp_pitch,51.418866,-116.18029,5694787.081687736,417961.71255655866
,POINT (418004.6892480586 5694856.885016132),camp_pitch,51.4195,-116.179688,5694856.885016132,418004.6892480586
,POINT (418112.21592722856 5694340.7832903145),camp_pitch,51.414874,-116.178022,5694340.7832903145,418112.21592722856
,POINT (418076.8920099142 5694664.806951275),camp_pitch,51.417783,-116.178605,5694664.806951275,418076.8920099142
,POINT (418157.69104559754 5694669.845724131),camp_pitch,51.41784,-116.177444,5694669.845724131,418157.69104559754
,POINT (418224.3309895265 5694381.901797282),camp_pitch,51.41526,-116.176419,5694381.901797282,418224.3309895265
,POINT (418008.3830620605 5694438.522938952),camp_pitch,51.415738,-116.179538,5694438.522938952,418008.3830620605
,POINT (417995.9030366264 5694751.616807351),camp_pitch,51.418552,-116.17979,5694751.616807351,417995.9030366264
,POINT (418113.6659674343 5694733.710225526),camp_pitch,51.418408,-116.178092,5694733.710225526,418113.6659674343
,POINT (418115.95593463763 5694357.179456551),camp_pitch,51.415022,-116.177972,5694357.179456551,418115.95593463763
,POINT (417930.3618798399 5694761.456797277),camp_pitch,51.418631,-116.180735,5694761.456797277,417930.3618798399
,POINT (418169.57416400744 5694595.934819794),camp_pitch,51.417177,-116.177256,5694595.934819794,418169.57416400744
,POINT (418241.47633149 5694345.489455676),camp_pitch,51.414935,-116.176164,5694345.489455676,418241.47633149
,POINT (418131.3421854685 5694527.165811557),camp_pitch,51.416553,-116.17779,5694527.165811557,418131.3421854685
,POINT (418199.805515029 5694495.599367061),camp_pitch,51.416279,-116.176798,5694495.599367061,418199.805515029
,POINT (418234.73841696145 5694506.157534194),camp_pitch,51.416379,-116.176298,5694506.157534194,418234.73841696145
,POINT (418148.96013727505 5694766.833848035),camp_pitch,51.418711,-116.177592,5694766.833848035,418148.96013727505
,POINT (418074.5341746585 5694457.695255377),camp_pitch,51.41592,-116.178591,5694457.695255377,418074.5341746585
,POINT (417891.19055455073 5694755.305542439),camp_pitch,51.41857,-116.181297,5694755.305542439,417891.19055455073
